query_id	entrez_gene_id	gene_symbol_norm
loo_35154635_2	673	BRAF
loo_35154635_12	4893	NRAS
loo_35156297_0	3778	KCNMA1
loo_35163267_5	7249	TSC2
loo_35164809_0	4864	NPC1
loo_35164911_1	23405	DICER1
loo_35164911_3	23405	DICER1
loo_35167423_3	5621	PRNP
loo_35167844_0	64240	ABCG5
loo_35170635_1	23418	CRB1
loo_35170830_5	5332	PLCB4
loo_35170830_7	2773	GNAI3
loo_35172867_2	1786	DNMT1
loo_35172893_4	7317	UBA1
loo_35172941_0	5395	PMS2
loo_35172941_5	5395	PMS2
loo_35172941_7	4436	MSH2
loo_35173208_4	324	APC
loo_35174959_6	29123	ANKRD11
loo_35178721_0	387	RHOA
loo_35178744_2	8710	SERPINB7
loo_35181022_0	80144	FRAS1
loo_35181726_1	5071	PARK2
loo_35181726_4	11277	TREX1
loo_35182190_1	7015	TERT
loo_35182943_5	8506	CNTNAP1
loo_35184362_1	8647	ABCB11
loo_35185921_6	84905	ZNF341
loo_35186329_3	8777	MPDZ
loo_35186329_5	8777	MPDZ
loo_35186387_4	412	STS
loo_35186387_5	412	STS
loo_35186388_3	3073	HEXA
loo_35188090_1	83636	C19ORF12
loo_35188110_0	6334	SCN8A
loo_35190934_4	4613	MYCN
loo_35195920_6	1134	CHRNA1
loo_35197691_0	6736	SRY
loo_35198170_0	7248	TSC1
loo_35198730_2	10479	SLC9A6
loo_35200695_4	4607	MYBPC3
loo_35204885_1	5172	SLC26A4
loo_35204988_0	1277	COL1A1
loo_35204988_2	1277	COL1A1
loo_35206658_0	7466	WFS1
loo_35210927_5	7450	VWF
loo_35210927_6	7450	VWF
loo_35210927_11	7450	VWF
loo_35210927_12	7450	VWF
loo_35211383_2	2200	FBN1
loo_35212083_0	5621	PRNP
loo_35212100_0	2581	GALC
loo_35212467_2	4311	MME
loo_35212486_3	2717	GLA
loo_35212774_2	117531	TMC1
loo_35212925_3	1636	ACE
loo_35213059_0	1641	DCX
loo_35213703_0	2200	FBN1
loo_35217637_0	80025	PANK2
loo_35217970_7	3785	KCNQ2
loo_35219815_0	6606	SMN1
loo_35221599_1	201163	FLCN
loo_35221872_1	4921	DDR2
loo_35221875_1	9935	MAFB
loo_35221878_0	56052	ALG1
loo_35224662_1	142680	SLC34A3
loo_35225649_1	808	CALM3
loo_35225649_4	808	CALM3
loo_35225649_11	808	CALM3
loo_35225649_14	808	CALM3
loo_35226373_0	3039	HBA1
loo_35227291_0	650	BMP2
loo_35227294_0	64801	ARV1
loo_35227295_2	56776	FMN2
loo_35227688_2	6091	ROBO1
loo_35229899_0	9342	SNAP29
loo_35231991_3	5624	PROC
loo_35233526_0	56910	STARD7
loo_35234826_1	3909	LAMA3
loo_35234826_2	3914	LAMB3
loo_35235001_0	5162	PDHB
loo_35235570_0	389207	GRXCR1
loo_35235570_1	389207	GRXCR1
loo_35237525_0	201163	FLCN
loo_35239206_2	203859	ANO5
loo_35242565_7	4125	MAN2B1
loo_35242578_2	10128	LRPPRC
loo_35242665_4	846	CASR
loo_35242891_1	60681	FKBP10
loo_35243002_1	5833	PCYT2
loo_35243150_0	6687	SPG7
loo_35244037_1	3039	HBA1
loo_35244154_2	1785	DNM2
loo_35244154_3	1785	DNM2
loo_35246832_7	6499	SKIV2L
loo_35248096_0	1161	ERCC8
loo_35248096_1	1161	ERCC8
loo_35249537_1	5172	SLC26A4
loo_35255187_0	374354	NHLRC2
loo_35255187_1	374354	NHLRC2
loo_35257066_0	5310	PKD1
loo_35258170_0	2896	GRN
loo_35258170_2	2896	GRN
loo_35258170_4	2896	GRN
loo_35259804_1	440275	EIF2AK4
loo_35261200_1	176	ACAN
loo_35263890_4	4204	MECP2
loo_35280382_5	11280	SCN11A
loo_35288594_1	5925	RB1
loo_35296306_6	2778	GNAS
loo_35296306_7	2778	GNAS
loo_35298461_5	7109	TRAPPC10
loo_35300055_1	53335	BCL11A
loo_35301649_3	1910	EDNRB
loo_35301736_1	846	CASR
loo_35303588_0	249	ALPL
loo_35303767_0	1861	TOR1A
loo_35305621_0	617	BCS1L
loo_35306802_9	2539	G6PD
loo_35309121_3	10165	SLC25A13
loo_35309592_6	2110	ETFDH
loo_35309592_8	2110	ETFDH
loo_35309592_9	2110	ETFDH
loo_35310830_1	219285	SAMD9L
loo_35311463_0	7439	BEST1
loo_35312075_2	5726	TAS2R38
loo_35313100_0	4436	MSH2
loo_35313100_6	4292	MLH1
loo_35314946_5	3852	KRT5
loo_35315254_0	1513	CTSK
loo_35315358_4	1080	CFTR
loo_35316923_0	81848	SPRY4
loo_35318824_0	585	BBS4
loo_35318962_3	846	CASR
loo_35323613_3	6123	RPL3L
loo_35323929_0	1027	CDKN1B
loo_35325986_0	2395	FXN
loo_35327965_2	2296	FOXC1
loo_35328032_1	4976	OPA1
loo_35328054_0	284111	SLC13A5
loo_35328066_1	28234	SLCO1B3
loo_35328834_0	1482	NKX2-5
loo_35328834_1	1482	NKX2-5
loo_35329906_3	2521	FUS
loo_35331321_0	6716	SRD5A2
loo_35331424_4	6331	SCN5A
loo_35332608_0	4771	NF2
loo_35332608_1	4771	NF2
loo_35332702_5	9241	NOG
loo_35333163_9	5172	SLC26A4
loo_35333433_1	3043	HBB
loo_35333605_4	1056	CEL
loo_35333605_5	1056	CEL
loo_35333605_8	4760	NEUROD1
loo_35333605_9	3651	PDX1
loo_35338222_0	176	ACAN
loo_35338222_3	176	ACAN
loo_35338599_0	5500	PPP1CB
loo_35340077_0	5167	ENPP1
loo_35340461_0	1588	CYP19A1
loo_35342985_2	57570	TRMT5
loo_35346192_5	3777	KCNK3
loo_35346193_2	51168	MYO15A
loo_35346287_3	950	SCARB2
loo_35347920_0	3054	HCFC1
loo_35348941_0	5903	RANBP2
loo_35351089_0	26580	BSCL2
loo_35351341_2	1244	ABCC2
loo_35351341_10	1244	ABCC2
loo_35351434_0	367	AR
loo_35352317_0	29893	PSMC3IP
loo_35352826_1	4054	LTBP3
loo_35353340_0	8289	ARID1A
loo_35354490_0	347688	TUBB8
loo_35355494_0	4160	MC4R
loo_35355494_6	4160	MC4R
loo_35355500_0	5053	PAH
loo_35356460_0	7372	UMPS
loo_35359234_3	9731	CEP104
loo_35359373_0	5290	PIK3CA
loo_35360077_3	7015	TERT
loo_35361411_2	154288	KHDC3L
loo_35361685_1	1499	CTNNB1
loo_35362267_0	2294	FOXF1
loo_35367635_0	4072	EPCAM
loo_35367635_3	4072	EPCAM
loo_35368650_1	1287	COL4A5
loo_35368683_5	4864	NPC1
loo_35368683_6	4864	NPC1
loo_35370030_2	5311	PKD2
loo_35372756_0	2200	FBN1
loo_35377386_3	5396	PRRX1
loo_35378319_0	9487	PIGL
loo_35383051_1	646960	PRSS56
loo_35383965_7	3030	HADHA
loo_35383965_9	3030	HADHA
loo_35385571_2	3078	CFHR1
loo_35386111_2	4436	MSH2
loo_35386112_0	285440	CYP4V2
loo_35386501_3	2271	FH
loo_35387802_0	26074	CFAP61
loo_35387802_1	26074	CFAP61
loo_35390279_4	59336	PRDM13
loo_35393337_5	8087	FXR1
loo_35393337_6	8087	FXR1
loo_35395428_5	2034	EPAS1
loo_35395428_6	2057	EPO-R
loo_35395430_2	9343	EFTUD2
loo_35395998_0	87	ACTN1
loo_35397126_2	3265	HRAS
loo_35398349_1	6472	SHMT2
loo_35398349_4	6472	SHMT2
loo_35399924_1	5566	PRKACA
loo_35399930_5	5251	PHEX
loo_35403730_3	3032	HADHB
loo_35406570_6	389692	MAFA
loo_35406697_1	6710	SPTB
loo_35406697_6	6710	SPTB
loo_35410112_0	169792	GLIS3
loo_35411967_12	87178	PNPT1
loo_35413975_1	348	APOE
loo_35415146_0	2131	EXT1
loo_35417297_3	6103	RPGR
loo_35418194_6	9927	MFN2
loo_35418354_4	5172	SLC26A4
loo_35418376_0	121340	SP7
loo_35418827_0	4598	MVK
loo_35418989_0	3575	IL7RA
loo_35420309_1	59	ACTA2
loo_35420381_0	54840	APTX
loo_35421219_1	2157	F8
loo_35421843_0	4287	ATXN3
loo_35422838_1	1285	COL4A3
loo_35425725_0	1200	TPP1
loo_35425725_1	1200	TPP1
loo_35425725_2	1200	TPP1
loo_35426266_0	54658	UGT1A1
loo_35426442_3	26525	IL36RN
loo_35426442_4	26525	IL36RN
loo_35426837_4	238	ALK
loo_35427703_0	4851	NOTCH1
loo_35427807_2	64841	GNPNAT1
loo_35428899_2	7276	TTR
loo_35428899_7	7276	TTR
loo_35428900_0	112476	PRRT2
loo_35431799_0	6326	SCN2A
loo_35433170_5	1371	CPOX
loo_35434947_0	9702	CEP57
loo_35436901_0	9971	NR1H4
loo_35438268_2	2261	FGFR3
loo_35438330_1	5167	ENPP1
loo_35439358_1	6262	RYR2
loo_35439929_0	79001	VKORC1
loo_35440014_0	3064	HTT
loo_35440014_1	3064	HTT
loo_35440891_0	338	APOB
loo_35440891_1	338	APOB
loo_35441258_2	25814	ATXN10
loo_35441258_4	25814	ATXN10
loo_35444050_2	6331	SCN5A
loo_35444609_3	889	KRIT1
loo_35444609_7	889	KRIT1
loo_35445468_6	1832	DSP
loo_35446994_0	6598	SMARCB1
loo_35446994_1	6598	SMARCB1
loo_35450029_0	7450	VWF
loo_35450029_4	7450	VWF
loo_35451063_0	55835	CENPJ
loo_35451392_0	7504	XK
loo_35451546_2	90416	CCDC32
loo_35451682_4	5889	RAD51C
loo_35452508_7	7450	VWF
loo_35453591_1	3853	KRT6A
loo_35455046_1	57674	RNF213
loo_35455589_0	4864	NPC1
loo_35455589_4	4864	NPC1
loo_35456364_5	326	AIRE
loo_35456418_2	2516	NR5A1
loo_35456418_5	8204	NRIP1
loo_35457241_1	2260	FGFR1
loo_35457283_1	70	ACTC1
loo_35460302_6	3759	KCNJ2
loo_35461093_0	116519	APOA5
loo_35463150_1	7276	TTR
loo_35463150_3	7276	TTR
loo_35463789_3	4625	MYH7
loo_35465134_3	383	ARG1
loo_35465338_0	1756	DMD
loo_35466948_1	1145	CHRNE
loo_35468344_2	57038	RARS2
loo_35468710_1	1080	CFTR
loo_35469797_0	440	ASNS
loo_35470158_2	7297	TYK2
loo_35470680_1	5318	PKP2
loo_35470743_8	7045	TGFBI
loo_35473478_2	7045	TGFBI
loo_35473494_0	1280	COL2A1
loo_35474588_8	4893	NRAS
loo_35475090_0	90	ACVR1
loo_35477182_1	1956	EGFR
loo_35479517_0	6247	XLRS1
loo_35481838_1	7401	CLRN1
loo_35483895_1	2896	GRN
loo_35483985_1	675	BRCA2
loo_35484844_7	7045	TGFBI
loo_35487415_2	10194	TSHZ1
loo_35487415_7	4088	SMAD3
loo_35487415_10	253738	EBF3
loo_35489414_0	3973	LHCGR
loo_35491272_5	259266	ASPM
loo_35496760_0	1121	CHM
loo_35497784_5	5314	PKHD1
loo_35497784_7	5310	PKD1
loo_35498434_0	6390	SDHB
loo_35499143_5	80347	COASY
loo_35499143_6	80347	COASY
loo_35501671_1	2776	GNAQ
loo_35501760_0	54658	UGT1A1
loo_35505724_4	189	AGXT
loo_35506084_0	79572	ATP13A3
loo_35506146_1	4158	MC2R
loo_35509770_0	2775	GNAO1
loo_35514053_3	4000	LMNA
loo_35518939_7	3630	INS
loo_35524925_1	11280	SCN11A
loo_35526155_0	164045	HFM1
loo_35526155_2	164045	HFM1
loo_35526155_4	164045	HFM1
loo_35527075_0	23299	BICD2
loo_35527250_1	282996	RBM20
loo_35530639_0	324	APC
loo_35533261_0	2157	F8
loo_35533453_2	3908	LAMA2
loo_35533956_0	2294	FOXF1
loo_35533956_6	2294	FOXF1
loo_35534800_0	6609	SMPD1
loo_35546330_2	114548	NLRP3
loo_35546330_11	4598	MVK
loo_35546709_0	2395	FXN
loo_35548424_6	2717	GLA
loo_35548670_8	4598	MVK
loo_35549688_0	6295	SAG
loo_35549688_2	6295	SAG
loo_35550617_0	8573	CASK
loo_35562614_3	4747	NEFL
loo_35562651_3	1029	CDKN2A
loo_35565635_0	256471	MFSD8
loo_35565635_7	256471	MFSD8
loo_35567597_4	59	ACTA2
loo_35568357_4	5660	PSAP
loo_35568945_2	4771	NF2
loo_35568945_8	5430	POLR2A
loo_35570134_0	29851	ICOS
loo_35570606_1	8647	ABCB11
loo_35570606_2	8647	ABCB11
loo_35571017_6	1497	CTNS
loo_35572149_0	348	APOE
loo_35572556_11	6714	SRC
loo_35574646_17	3730	ANOS1
loo_35575034_0	1277	COL1A1
loo_35575165_1	3043	HBB
loo_35577529_4	3043	HBB
loo_35578317_0	8322	FZD4
loo_35578317_3	8322	FZD4
loo_35579085_0	1674	DES
loo_35579782_5	5979	RET
loo_35581191_0	1294	COL7A1
loo_35582561_2	6392	SDHD
loo_35582561_3	6392	SDHD
loo_35585372_0	5580	PRKCD
loo_35586626_2	324	APC
loo_35588029_1	23495	TNFRSF13B
loo_35592948_2	6323	SCN1A
loo_35593432_0	4838	NODAL
loo_35594156_16	2521	FUS
loo_35594156_17	203228	C9ORF72
loo_35595062_0	5075	PAX1
loo_35596902_1	672	BRCA1
loo_35596902_7	675	BRCA2
loo_35599357_0	9132	KCNQ4
loo_35599435_1	80856	LNPK
loo_35600473_3	6331	SCN5A
loo_35602877_1	7466	WFS1
loo_35610621_0	9657	IQCB1
loo_35611808_1	1854	DUT
loo_35616428_5	79717	PPCS
loo_35617047_0	6240	RRM1
loo_35618652_0	166785	MMAA
loo_35619682_0	201163	FLCN
loo_35624917_0	2521	FUS
loo_35625944_4	4436	MSH2
loo_35625944_9	5892	RAD51D
loo_35626278_0	5468	PPARG
loo_35626900_1	2778	GNAS
loo_35626936_5	1387	CREBBP
loo_35627517_4	2645	GCK
loo_35628811_0	2022	ENG
loo_35629291_7	2717	GLA
loo_35633129_0	1593	CYP27A1
loo_35633130_6	4308	TRPM1
loo_35634501_1	3643	INSR
loo_35636160_0	27245	AHDC1
loo_35636160_1	27245	AHDC1
loo_35637276_1	6326	SCN2A
loo_35637532_0	6926	TBX3
loo_35638063_0	5627	PROS1
loo_35638754_0	5395	PMS2
loo_35641852_0	675	BRCA2
loo_35641852_1	675	BRCA2
loo_35643372_1	5076	PAX2
loo_35647203_12	7471	WNT1
loo_35650585_1	2896	GRN
loo_35650585_7	274	BIN1
loo_35651675_2	7248	TSC1
loo_35654103_0	2581	GALC
loo_35655128_0	8831	SYNGAP1
loo_35657281_4	3767	KCNJ11
loo_35657380_0	1277	COL1A1
loo_35657380_3	1277	COL1A1
loo_35658052_1	5649	RELN
loo_35659509_3	2271	FH
loo_35662002_0	84295	PHF6
loo_35662016_1	2639	GCDH
loo_35665722_2	4893	NRAS
loo_35665929_2	238	ALK
loo_35665929_5	948	CD36
loo_35667691_1	1588	CYP19A1
loo_35667691_2	1588	CYP19A1
loo_35668006_3	6716	SRD5A2
loo_35670010_5	5339	PLEC
loo_35670295_6	8573	CASK
loo_35670811_4	3665	IRF7
loo_35673444_0	348	APOE
loo_35674741_0	6598	SMARCB1
loo_35675019_1	4437	MSH3
loo_35675023_1	2161	F12
loo_35676340_0	3872	KRT17
loo_35676340_5	3872	KRT17
loo_35677804_0	7450	VWF
loo_35679177_0	2200	FBN1
loo_35679768_0	4023	LPL
loo_35680490_1	10588	MTHFS
loo_35680490_2	10588	MTHFS
loo_35680490_3	10588	MTHFS
loo_35680527_0	11005	SPINK5
loo_35680838_0	2719	GPC3
loo_35682719_6	125336	LOXHD1
loo_35682719_8	64699	TMPRSS3
loo_35682719_9	5781	PTPN11
loo_35685080_2	11093	ADAMTS13
loo_35685919_0	9533	POLR1C
loo_35686685_0	7846	TUBA1A
loo_35690736_2	93986	FOXP2
loo_35690736_3	93986	FOXP2
loo_35691177_5	1639	DCTN1
loo_35692971_0	1244	ABCC2
loo_35698239_0	4763	NF1
loo_35698589_0	9734	HDAC9
loo_35699229_10	2068	ERCC2
loo_35699229_12	7507	XPA
loo_35703886_0	8452	CUL3
loo_35704792_1	675	BRCA2
loo_35704792_5	79728	PALB2
loo_35707596_0	657	BMPR1A
loo_35708626_5	51284	TLR7
loo_35708626_7	51284	TLR7
loo_35708626_10	51284	TLR7
loo_35710751_5	4292	MLH1
loo_35711095_1	4009	LMX1A
loo_35711095_2	4009	LMX1A
loo_35716054_6	79053	ALG8
loo_35716983_0	5318	PKP2
loo_35719119_0	4208	MEF2C
loo_35720667_6	5745	PTH1R
loo_35723567_0	6340	SCNN1G
loo_35723567_1	6340	SCNN1G
loo_35724254_0	4292	MLH1
loo_35724949_0	3815	KIT
loo_35728702_2	4688	NCF2
loo_35729303_3	3973	LHCGR
loo_35729719_0	717	C2
loo_35733065_2	2645	GCK
loo_35733065_3	2645	GCK
loo_35733065_5	6927	HNF1A
loo_35733065_6	6927	HNF1A
loo_35733065_8	6927	HNF1A
loo_35733399_1	9990	SLC12A6
loo_35733399_5	9990	SLC12A6
loo_35735042_0	2896	GRN
loo_35735183_2	8013	NR4A3
loo_35735183_5	1499	CTNNB1
loo_35735786_0	26580	BSCL2
loo_35737586_0	5443	POMC
loo_35739559_0	23345	SYNE1
loo_35741759_4	2990	GUSB
loo_35741818_0	6261	RYR1
loo_35741818_7	79147	FKRP
loo_35741838_12	6606	SMN1
loo_35748970_1	998	CDC42
loo_35750291_4	7084	TK2
loo_35750291_5	26235	FBXL4
loo_35752055_0	203228	C9ORF72
loo_35752817_2	5358	PLS3
loo_35755072_4	5076	PAX2
loo_35758124_0	7068	THRB
loo_35758383_1	6718	AKR1D1
loo_35761207_4	26276	VPS33B
loo_35761346_4	2138	EYA1
loo_35768328_1	2521	FUS
loo_35768328_2	2521	FUS
loo_35768795_0	8517	IKBKG
loo_35770021_0	1770	DNAH9
loo_35770050_1	374654	KIF7
loo_35770050_2	2736	GLI2
loo_35770790_0	2645	GCK
loo_35774363_0	3949	LDLR
loo_35774511_0	2335	FN1
loo_35775048_0	4854	NOTCH3
loo_35775054_2	540	ATP7B
loo_35775054_4	540	ATP7B
loo_35777621_0	7454	WAS
loo_35778651_2	3664	IRF6
loo_35781232_0	54658	UGT1A1
loo_35782604_0	4942	OAT
loo_35783294_0	8891	EIF2B3
loo_35786528_4	64135	IFIH1
loo_35788888_0	125	ADH1B
loo_35789103_5	5575	PRKAR1B
loo_35791160_1	1301	COL11A1
loo_35791194_0	5080	PAX6
loo_35791502_0	4352	MPL
loo_35791894_1	3815	KIT
loo_35792359_1	5961	PRPH2
loo_35792359_6	5961	PRPH2
loo_35792828_0	54704	PDH
loo_35792828_2	54704	PDH
loo_35793259_2	2200	FBN1
loo_35793999_2	2261	FGFR3
loo_35793999_3	2261	FGFR3
loo_35798635_6	126206	NLRP5
loo_35799415_9	1629	DBT
loo_35801948_0	4160	MC4R
loo_35802272_1	4868	NPHS1
loo_35802272_4	7827	NPHS2
loo_35803560_8	6334	SCN8A
loo_35804955_4	4771	NF2
loo_35806288_1	54805	CNNM2
loo_35808914_1	5745	PTH1R
loo_35810432_2	1280	COL2A1
loo_35811190_2	80704	SLC19A3
loo_35811283_2	2778	GNAS
loo_35811445_0	4137	MAPT
loo_35812165_0	9782	MATR3
loo_35813463_0	3248	HPGD
loo_35813463_8	3248	HPGD
loo_35813646_3	222546	RFX6
loo_35814500_1	1258	CNGB1
loo_35814500_6	6102	RP2
loo_35814500_7	6102	RP2
loo_35815343_1	5339	PLEC
loo_35816039_4	346007	EYS
loo_35817016_2	286	ANK1
loo_35817016_4	286	ANK1
loo_35817016_5	286	ANK1
loo_35819704_4	55034	MOCOS
loo_35820418_0	6584	SLC22A5
loo_35821062_1	710	SERPING1
loo_35821062_2	710	SERPING1
loo_35821452_0	331	XIAP
loo_35821608_1	2271	FH
loo_35822448_14	5324	PLAG1
loo_35822471_3	201294	UNC13D
loo_35822506_0	3872	KRT17
loo_35832522_1	5805	PTS
loo_35833217_0	2521	FUS
loo_35834089_0	24145	PANX1
loo_35837781_0	773	CACNA1A
loo_35837781_2	773	CACNA1A
loo_35841120_1	1890	TYMP
loo_35842407_8	1535	CYBA
loo_35842573_4	1286	COL4A4
loo_35842956_6	2158	F9
loo_35842956_10	2158	F9
loo_35844336_0	2592	GALT
loo_35846106_2	5081	PAX7
loo_35847164_2	1938	EEF2
loo_35847164_4	1938	EEF2
loo_35849255_0	56159	TEX11
loo_35850697_4	6575	SLC20A2
loo_35851216_0	6833	ABCC8
loo_35851413_3	4089	SMAD4
loo_35852613_1	5290	PIK3CA
loo_35852776_0	114548	NLRP3
loo_35852957_6	3064	HTT
loo_35852957_7	3064	HTT
loo_35854306_3	5194	PEX13
loo_35856171_0	53335	BCL11A
loo_35858809_0	2271	FH
loo_35858853_2	23322	RPGRIP1L
loo_35859320_0	2778	GNAS
loo_35859320_1	2778	GNAS
loo_35859960_0	1376	CPT2
loo_35861376_5	6622	SNCA
loo_35862191_0	4854	NOTCH3
loo_35865667_5	554	AVPR2
loo_35865771_0	2778	GNAS
loo_35865781_0	6521	SLC4A1
loo_35869996_6	1822	ATN1
loo_35869996_14	5981	RFC1
loo_35869996_16	6687	SPG7
loo_35870179_1	7007	TECTA
loo_35870541_0	2717	GLA
loo_35875410_2	125336	LOXHD1
loo_35876407_4	57674	RNF213
loo_35879406_2	5075	PAX1
loo_35879519_0	6647	SOD1
loo_35882526_5	2296	FOXC1
loo_35883075_6	412	STS
loo_35883974_1	2706	GJB2
loo_35885576_2	579	NKX3-2
loo_35885985_1	23203	PMPCA
loo_35885985_3	23203	PMPCA
loo_35886038_6	6323	SCN1A
loo_35886055_0	265	AMELX
loo_35891878_0	2538	G6PC
loo_35892095_2	8405	SPOP
loo_35893049_0	51119	SBDS
loo_35893425_8	5393	EXOSC9
loo_35893425_9	5393	EXOSC9
loo_35894442_5	57545	CC2D2A
loo_35896117_4	29880	ALG5
loo_35896117_13	29880	ALG5
loo_35896809_1	59	ACTA2
loo_35896809_2	59	ACTA2
loo_35897083_0	7454	WAS
loo_35898667_0	2896	GRN
loo_35904126_4	6874	TAF4
loo_35904974_3	57680	CHD8
loo_35905206_0	653509	SFTPA1
loo_35905206_8	6439	SFTPB
loo_35907616_2	1280	COL2A1
loo_35909573_5	1278	COL1A2
loo_35911831_0	2245	FGD1
loo_35911889_1	23435	TARDBP
loo_35911906_4	8398	PLA2G6
loo_35912300_2	166379	BBS12
loo_35912549_1	7015	TERT
loo_35912688_0	1756	DMD
loo_35914404_0	9496	TBX4
loo_35916809_0	3423	IDS
loo_35917699_0	256471	MFSD8
loo_35918038_0	444	ASPH
loo_35918701_0	3949	LDLR
loo_35918701_2	348	APOE
loo_35920656_6	4000	LMNA
loo_35921062_4	640	BLK
loo_35922208_0	5654	HTRA1
loo_35923705_6	7299	TYR
loo_35925398_0	63982	ANO3
loo_35925862_3	51062	ATL1
loo_35926683_1	6697	SPR
loo_35927022_0	6608	SMO
loo_35927022_5	79659	DYNC2H1
loo_35927969_0	7015	TERT
loo_35928693_1	4089	SMAD4
loo_35928693_2	4089	SMAD4
loo_35928749_0	57158	JPH2
loo_35928749_2	6262	RYR2
loo_35928749_4	2243	FGA
loo_35928749_10	4854	NOTCH3
loo_35929938_0	6736	SRY
loo_35929966_0	55505	NOP10
loo_35930098_1	672	BRCA1
loo_35930098_2	672	BRCA1
loo_35931051_6	7298	TYMS
loo_35931051_7	7298	TYMS
loo_35931051_8	7298	TYMS
loo_35931051_9	7298	TYMS
loo_35931648_1	255738	PCSK9
loo_35935362_2	2332	FMR1
loo_35935362_11	2332	FMR1
loo_35937053_0	2554	GABRA1
loo_35938952_0	3043	HBB
loo_35938952_1	3043	HBB
loo_35939113_2	4292	MLH1
loo_35939175_3	9429	ABCG2
loo_35941102_1	1829	DSG2
loo_35942587_3	2200	FBN1
loo_35943861_2	84947	SERAC1
loo_35944423_0	6323	SCN1A
loo_35944423_12	6323	SCN1A
loo_35944700_4	3039	HBA1
loo_35945593_3	80025	PANK2
loo_35946397_3	126206	NLRP5
loo_35946397_4	126206	NLRP5
loo_35946471_2	2202	EFEMP1
loo_35948257_0	23126	POGZ
loo_35948443_2	4137	MAPT
loo_35949226_1	116150	NUS1
loo_35949244_1	675	BRCA2
loo_35949253_1	3752	KCND3
loo_35955418_0	6607	SMN2
loo_35955418_1	6607	SMN2
loo_35958417_0	1674	DES
loo_35958882_0	2159	F10
loo_35962610_0	4893	NRAS
loo_35962736_0	1001	CDH3
loo_35964930_0	1281	COL3A1
loo_35967173_0	3077	HFE
loo_35968299_0	3712	IVD
loo_35971119_5	16	AARS1
loo_35971781_8	23118	TAB2
loo_35972041_1	6608	SMO
loo_35973571_2	120227	CYP2R1
loo_35974208_4	367	AR
loo_35976469_1	6772	STAT1
loo_35976469_3	6772	STAT1
loo_35976559_1	2539	G6PD
loo_35976559_4	2539	G6PD
loo_35979658_7	1294	COL7A1
loo_35979676_10	5781	PTPN11
loo_35982717_0	4854	NOTCH3
loo_35985662_9	4166	CHST6
loo_35986401_0	6654	SOS1
loo_35986401_1	6654	SOS1
loo_35986567_2	10342	TFG
loo_35988965_0	5728	PTEN
loo_35989815_0	7157	TP53
loo_35990027_1	51010	EXOSC3
loo_35990029_1	10560	SLC19A2
loo_35990030_2	525	ATP6V1B1
loo_35990289_0	1586	CYP17A1
loo_35994947_0	3123	HLA-DRB1
loo_36000185_16	675	BRCA2
loo_36001025_2	3953	LEPR
loo_36003908_5	338	APOB
loo_36004024_0	51010	EXOSC3
loo_36004822_5	23592	LEMD3
loo_36004946_2	6301	SARS1
loo_36004946_3	6301	SARS1
loo_36007168_4	59336	PRDM13
loo_36007184_1	1462	VCAN
loo_36008843_1	6647	SOD1
loo_36009585_7	2263	FGFR2
loo_36009593_2	5981	RFC1
loo_36011334_0	7399	USH2A
loo_36011334_1	7399	USH2A
loo_36012218_1	57674	RNF213
loo_36017684_0	80326	WNT10A
loo_36017684_1	80326	WNT10A
loo_36017684_12	5308	PITX2
loo_36017778_0	1956	EGFR
loo_36018796_0	4041	LRP5
loo_36018836_1	8292	COLQ
loo_36018836_2	1145	CHRNE
loo_36028842_2	727857	BHLHA9
loo_36030003_2	246329	STAC3
loo_36031188_0	8600	TNFSF11
loo_36031376_0	8086	AAAS
loo_36031379_0	2273	FHL1
loo_36031890_0	54209	TREM2
loo_36031908_0	2010	EMD
loo_36033605_0	100996717	NOTCH2NLC
loo_36035399_6	23554	TSPAN12
loo_36039401_0	351	APP
loo_36041235_3	93426	SYCE1
loo_36043132_2	11274	USP18
loo_36045923_6	64135	MDA5
loo_36048850_4	284656	EPHA10
loo_36049049_4	4089	SMAD4
loo_36051128_0	1760	DMPK
loo_36051692_1	2245	FGD1
loo_36052448_1	29967	LRP12
loo_36052448_2	29967	LRP12
loo_36058813_0	6557	SLC12A1
loo_36060512_7	673	BRAF
loo_36061348_1	79443	FYCO1
loo_36062655_2	4625	MYH7
loo_36066420_0	2068	ERCC2
loo_36069176_1	6772	STAT1
loo_36070159_1	582	BBS1
loo_36071555_0	3973	LHCGR
loo_36071555_2	3973	LHCGR
loo_36073228_0	4436	MSH2
loo_36073231_2	5524	PTPA
loo_36073783_1	4292	MLH1
loo_36073783_8	4436	MSH2
loo_36074124_3	164781	DAW1
loo_36074705_4	987	LRBA
loo_36076658_0	215	ABCD1
loo_36076978_2	3857	KRT9
loo_36077017_0	9939	RBM8A
loo_36077341_0	5257	PHKB
loo_36081304_0	6622	SNCA
loo_36081626_5	85358	SHANK3
loo_36082560_0	5310	PKD1
loo_36082561_6	5979	RET
loo_36082567_0	57526	PCDH19
loo_36082635_2	27019	DNAI1
loo_36082953_0	6949	TCOF1
loo_36083290_2	1499	CTNNB1
loo_36083889_7	3845	KRAS
loo_36084253_9	4893	NRAS
loo_36084525_0	6323	SCN1A
loo_36084525_1	6792	CDKL5
loo_36084525_10	6812	STXBP1
loo_36084803_6	1760	DMPK
loo_36085074_1	4893	NRAS
loo_36087038_0	2717	GLA
